date,open,high,low,close,volume,amount,symbol
2024-01-02,61.28,61.37,58.42,58.48,10809652,641368768.99,300769.SZ
2024-01-03,58.6,59.41,58.19,58.85,8156064,478821283.31,300769.SZ
2024-01-04,58.21,58.5,56.11,56.18,9416902,534368985.4,300769.SZ
2024-01-05,56.14,57.34,54.36,54.84,9761596,545846835.79,300769.SZ
2024-01-08,54.76,56.0,53.24,53.33,7756184,419952596.07,300769.SZ
2024-01-09,53.4,55.27,51.7,53.58,9894207,526958386.94,300769.SZ
2024-01-10,53.2,55.58,52.56,53.58,9714737,525513031.85,300769.SZ
2024-01-11,53.75,62.62,53.09,60.25,23310683,1357871801.39,300769.SZ
2024-01-12,60.29,61.62,59.53,60.2,18306317,1109448243.6,300769.SZ
2024-01-15,59.0,59.97,56.78,57.16,14670874,847067964.17,300769.SZ
2024-01-16,56.94,59.38,56.35,57.9,13914343,802859662.22,300769.SZ
2024-01-17,57.8,57.88,54.92,55.23,10030174,563783703.84,300769.SZ
2024-01-18,54.83,57.27,54.32,56.9,14175441,791503916.73,300769.SZ
2024-01-19,56.39,58.47,54.23,54.34,12983045,727359949.39,300769.SZ
2024-01-22,53.53,53.7,49.0,50.01,17963379,914872561.2,300769.SZ
2024-01-23,49.73,51.39,49.02,49.85,11758793,589248046.1,300769.SZ
2024-01-24,50.13,50.7,47.19,49.14,14578479,707116917.32,300769.SZ
2024-01-25,48.71,50.0,47.51,49.85,11512119,564431001.11,300769.SZ
2024-01-26,49.51,50.17,47.2,47.23,12530916,606845045.34,300769.SZ
2024-01-29,47.4,47.77,44.71,44.71,11404985,521510374.9,300769.SZ
2024-01-30,44.69,45.33,43.13,43.26,9019988,399537561.23,300769.SZ
2024-01-31,43.57,45.49,41.53,41.54,14144626,614097653.32,300769.SZ
2024-02-01,40.52,41.78,39.96,40.14,16018753,654609495.74,300769.SZ
2024-02-02,40.36,40.94,36.8,38.27,14123169,552092732.84,300769.SZ
2024-02-05,37.88,38.4,33.2,34.66,17341024,614632143.98,300769.SZ
2024-02-06,33.9,37.18,33.3,36.21,18532460,652450108.44,300769.SZ
2024-02-07,36.02,38.12,33.78,34.32,22694293,817375720.82,300769.SZ
2024-02-08,34.93,37.48,33.62,37.3,23405090,831160160.62,300769.SZ
2024-02-19,36.98,38.1,36.66,37.79,15196902,568479387.94,300769.SZ
2024-02-20,37.61,38.73,36.8,38.55,10742040,406003844.84,300769.SZ
2024-02-21,38.0,41.22,37.71,39.75,16076552,640252623.28,300769.SZ
2024-02-22,39.15,40.66,39.15,40.47,9899407,397804990.47,300769.SZ
2024-02-23,40.7,41.68,40.29,41.52,11551024,473768443.14,300769.SZ
2024-02-26,41.51,42.85,41.03,41.82,11047159,461820059.53,300769.SZ
2024-02-27,41.79,43.0,41.3,42.98,9779335,412131409.4,300769.SZ
2024-02-28,43.32,45.44,40.68,40.68,17398708,756765291.02,300769.SZ
2024-02-29,39.99,43.62,39.91,42.83,16203293,683049966.15,300769.SZ
2024-03-01,43.0,43.74,42.3,43.3,12246482,527911145.08,300769.SZ
2024-03-04,43.25,43.99,42.02,42.38,10105075,431009073.69,300769.SZ
2024-03-05,41.8,41.86,40.7,40.88,9370312,385470659.08,300769.SZ
2024-03-06,40.19,42.29,40.0,41.35,8973005,368217464.7,300769.SZ
2024-03-07,41.45,41.67,39.62,39.67,8120358,328497224.44,300769.SZ
2024-03-08,39.84,41.0,39.0,39.97,8213520,328129046.58,300769.SZ
2024-03-11,41.01,46.89,41.01,46.6,30233449,1342825861.18,300769.SZ
2024-03-12,46.55,46.79,45.0,45.31,20161651,918521031.1,300769.SZ
2024-03-13,44.86,46.56,43.99,45.17,13693481,617282598.23,300769.SZ
2024-03-14,44.88,45.37,43.1,43.77,11703012,516953294.8,300769.SZ
2024-03-15,43.95,44.11,42.11,43.5,11857263,508916558.65,300769.SZ
2024-03-18,44.58,45.54,43.89,44.9,16257882,727264504.65,300769.SZ
2024-03-19,44.89,45.05,43.66,43.67,9725367,429064415.38,300769.SZ
2024-03-20,43.68,44.56,43.45,43.91,7459856,327213826.18,300769.SZ
2024-03-21,44.13,44.44,43.18,43.49,7852237,342885742.76,300769.SZ
2024-03-22,43.09,43.26,40.88,40.88,12023925,501079068.23,300769.SZ
2024-03-25,40.23,40.67,38.6,38.63,12335003,485707894.93,300769.SZ
2024-03-26,38.5,41.66,38.5,40.73,16965512,681043284.02,300769.SZ
2024-03-27,40.55,40.65,37.7,37.77,11036694,429743029.02,300769.SZ
2024-03-28,37.7,38.7,37.37,37.86,10051841,382059933.34,300769.SZ
2024-03-29,37.88,39.55,37.84,38.18,11131933,429187138.3,300769.SZ
2024-04-01,38.6,40.1,38.6,39.68,11051706,437619020.5,300769.SZ
2024-04-02,39.8,41.47,39.1,40.85,17059352,689432928.99,300769.SZ
2024-04-03,40.3,41.99,39.88,40.33,13959263,569230343.02,300769.SZ
2024-04-08,40.13,41.07,38.46,38.48,11439196,451564163.16,300769.SZ
2024-04-09,38.35,42.0,38.35,41.26,20929884,861345157.93,300769.SZ
2024-04-10,41.9,42.99,40.18,40.57,17649554,731401328.18,300769.SZ
2024-04-11,39.53,41.11,38.38,39.58,14386399,568625862.56,300769.SZ
2024-04-12,39.2,39.35,37.27,37.3,13968200,529913758.21,300769.SZ
2024-04-15,36.99,38.98,35.35,36.35,16029211,593115561.24,300769.SZ
2024-04-16,36.2,36.2,33.04,33.06,13769498,469140057.53,300769.SZ
2024-04-17,33.66,34.66,33.41,34.09,12133745,412846843.48,300769.SZ
2024-04-18,34.12,34.57,32.88,33.76,11809103,400198837.26,300769.SZ
2024-04-19,33.19,33.5,32.32,32.41,9849634,321918617.9,300769.SZ
2024-04-22,32.33,32.63,31.23,31.35,10016299,317655091.19,300769.SZ
2024-04-23,31.64,31.99,31.29,31.3,6957859,219800382.32,300769.SZ
2024-04-24,30.7,30.99,30.0,30.56,11752547,357835956.81,300769.SZ
2024-04-25,30.4,31.29,30.01,30.57,10247384,314785968.2,300769.SZ
2024-04-26,30.28,31.98,30.15,31.88,12698974,396009121.74,300769.SZ
2024-04-29,32.4,37.89,32.4,36.58,26282706,938932072.71,300769.SZ
2024-04-30,36.1,36.88,35.78,36.1,12768846,462680184.02,300769.SZ
2024-05-06,37.2,38.65,37.11,38.01,15496934,587370435.81,300769.SZ
2024-05-07,37.9,38.96,37.51,38.35,11296380,430874971.16,300769.SZ
2024-05-08,38.3,38.52,37.65,37.75,8817858,335236166.19,300769.SZ
2024-05-09,41.0,42.39,39.71,39.81,23599931,962092595.24,300769.SZ
2024-05-10,40.11,40.33,38.0,38.06,13822749,534776965.59,300769.SZ
2024-05-13,37.7,37.76,36.42,36.71,10095563,371981071.51,300769.SZ
2024-05-14,36.5,36.9,35.82,36.16,6241115,226130947.35,300769.SZ
2024-05-15,36.15,36.72,35.7,35.86,4827226,174408463.5,300769.SZ
2024-05-16,36.26,36.47,35.57,35.83,5897702,212153280.72,300769.SZ
2024-05-17,35.83,36.79,35.0,36.71,7268627,260766398.59,300769.SZ
2024-05-20,36.9,37.22,36.18,36.42,6241830,228838071.17,300769.SZ
2024-05-21,36.3,36.45,35.42,35.63,4858811,173799982.79,300769.SZ
2024-05-22,35.59,36.88,35.5,36.69,8508881,310165593.64,300769.SZ
2024-05-23,36.3,36.35,35.04,35.12,7407268,262919696.76,300769.SZ
2024-05-24,34.99,35.35,34.12,34.15,5644053,195723630.74,300769.SZ
2024-05-27,34.39,34.65,32.91,33.88,5919250,198500818.2,300769.SZ
2024-05-28,33.8,34.1,33.37,33.5,3903353,131451336.67,300769.SZ
2024-05-29,35.67,37.44,34.56,34.92,13801227,495928391.48,300769.SZ
2024-05-30,35.0,35.28,34.0,34.14,7014961,241416515.94,300769.SZ
2024-05-31,34.11,34.77,33.96,34.03,5266212,180467044.56,300769.SZ
2024-06-03,33.77,34.0,33.03,34.0,5527972,184739699.76,300769.SZ
2024-06-04,33.7,34.35,33.28,33.85,6906876,233570662.12,300769.SZ
2024-06-05,33.69,35.25,33.69,33.88,9051853,313145621.55,300769.SZ
2024-06-06,34.03,34.2,32.38,32.48,8231482,272258963.24,300769.SZ
2024-06-07,32.71,33.03,32.01,32.08,6572288,212724574.24,300769.SZ
2024-06-11,32.09,33.08,31.42,32.99,6242456,202870591.8,300769.SZ
2024-06-12,32.83,33.09,32.5,33.0,3879127,127530851.97,300769.SZ
2024-06-13,33.04,33.29,32.4,32.4,4833465,158043901.19,300769.SZ
2024-06-14,32.44,32.45,31.76,32.1,6212859,199222788.16,300769.SZ
2024-06-17,31.85,33.38,31.61,32.59,7690153,250525878.2,300769.SZ
2024-06-18,32.5,32.74,32.17,32.37,4860076,157321410.6,300769.SZ
2024-06-19,32.33,32.55,31.37,31.54,5753984,182945418.31,300769.SZ
2024-06-20,31.28,31.5,30.3,30.35,5791554,178358157.78,300769.SZ
2024-06-21,30.66,30.66,29.46,29.57,7223066,215179832.32,300769.SZ
2024-06-24,29.11,29.28,28.03,28.17,7616534,217149119.97,300769.SZ
2024-06-25,28.31,28.31,27.42,27.55,6407772,177618081.18,300769.SZ
2024-06-26,27.57,30.12,27.21,29.62,11856450,342177563.17,300769.SZ
2024-06-27,29.33,29.47,28.5,28.6,6711346,194422528.2,300769.SZ
2024-06-28,28.45,29.14,28.08,28.2,6425637,183438693.8,300769.SZ
2024-07-01,28.13,28.45,27.54,27.8,6861248,191334285.8,300769.SZ
2024-07-02,27.89,28.41,27.52,27.79,6260779,175046779.13,300769.SZ
2024-07-03,28.0,29.15,27.93,28.35,9679707,276280701.19,300769.SZ
2024-07-04,28.27,28.74,27.45,27.45,6371216,178549572.09,300769.SZ
2024-07-05,27.4,27.67,26.9,27.5,5930869,162063714.53,300769.SZ
2024-07-08,27.4,27.4,26.4,26.55,5660412,151606718.16,300769.SZ
2024-07-09,26.53,26.65,25.7,26.28,7524757,197037843.78,300769.SZ
2024-07-10,26.0,27.4,25.9,26.33,7873071,210471256.11,300769.SZ
2024-07-11,26.83,28.16,26.83,28.0,10537680,291442231.4,300769.SZ
2024-07-12,27.9,28.78,27.88,28.21,7602812,215499123.84,300769.SZ
2024-07-15,28.03,28.1,27.36,27.52,5055738,139638117.9,300769.SZ
2024-07-16,27.39,27.99,27.19,27.79,4408632,122205116.89,300769.SZ
2024-07-17,27.69,28.45,27.5,27.99,6262177,175158522.89,300769.SZ
2024-07-18,27.73,27.97,27.06,27.7,5995439,164874582.12,300769.SZ
2024-07-19,27.5,28.2,27.3,27.91,5144037,142766270.25,300769.SZ
2024-07-22,27.87,28.39,27.38,27.65,5806393,161655555.24,300769.SZ
2024-07-23,27.61,28.12,26.74,26.77,6493516,178662417.92,300769.SZ
2024-07-24,26.59,26.92,25.95,26.06,5703212,150179083.03,300769.SZ
2024-07-25,25.9,27.28,25.79,26.44,7985024,213114560.2,300769.SZ
2024-07-26,26.44,27.4,26.41,26.77,7044648,189448354.04,300769.SZ
2024-07-29,26.85,26.89,25.88,26.01,5711629,149167746.7,300769.SZ
2024-07-30,25.85,26.08,25.6,25.8,5015283,129384469.94,300769.SZ
2024-07-31,25.84,27.56,25.41,27.56,9916572,265275169.76,300769.SZ
2024-08-01,27.56,27.76,26.89,27.1,6255522,170201761.32,300769.SZ
2024-08-02,27.1,27.41,26.72,26.77,5019891,135732174.53,300769.SZ
2024-08-05,26.57,28.06,25.85,25.93,9857066,265117627.96,300769.SZ
2024-08-06,26.34,27.07,26.0,26.38,9184173,243457598.97,300769.SZ
2024-08-07,26.42,26.44,25.82,26.05,7708564,200867611.47,300769.SZ
2024-08-08,25.9,26.19,25.41,25.74,6572693,169353327.7,300769.SZ
2024-08-09,26.15,26.24,25.11,25.12,7030871,180216974.9,300769.SZ
2024-08-12,25.36,25.66,24.42,24.57,6851670,169610541.08,300769.SZ
2024-08-13,24.48,25.5,24.2,25.2,8304255,205886818.65,300769.SZ
2024-08-14,25.09,25.45,24.51,24.55,5734007,141982876.12,300769.SZ
2024-08-15,24.47,25.19,24.16,24.9,6606242,163469980.92,300769.SZ
2024-08-16,24.9,25.03,24.25,24.29,5444568,133708231.72,300769.SZ
2024-08-19,24.2,24.6,23.9,24.19,4476236,108527612.81,300769.SZ
2024-08-20,24.26,24.8,23.64,23.67,6616103,159677093.93,300769.SZ
2024-08-21,23.68,24.83,23.41,24.07,12293482,297689197.35,300769.SZ
2024-08-22,24.03,24.32,23.26,23.26,9478100,225156154.91,300769.SZ
2024-08-23,23.22,23.55,22.83,22.85,6728400,154993349.84,300769.SZ
2024-08-26,22.87,24.67,22.87,23.49,15475560,370340901.98,300769.SZ
2024-08-27,23.32,23.52,22.59,22.75,8835586,202216166.02,300769.SZ
2024-08-28,22.61,22.84,22.31,22.62,5264636,118842693.18,300769.SZ
2024-08-29,22.55,23.35,22.26,23.13,12369492,282755364.96,300769.SZ
2024-08-30,23.06,24.6,22.92,24.05,15802545,378237686.42,300769.SZ
2024-09-02,23.87,24.2,23.37,23.39,9197954,218715581.66,300769.SZ
2024-09-03,23.41,25.25,23.1,24.44,15116155,369494595.18,300769.SZ
2024-09-04,24.18,25.26,24.18,24.73,15679463,388896954.52,300769.SZ
2024-09-05,24.5,25.53,24.5,24.72,10085153,251313268.57,300769.SZ
2024-09-06,24.66,24.79,23.91,23.95,6776181,164098619.09,300769.SZ
2024-09-09,23.9,24.3,23.58,23.83,6038242,143975848.96,300769.SZ
2024-09-10,23.97,24.1,23.23,23.54,5651429,132883623.02,300769.SZ
2024-09-11,23.73,26.73,23.67,25.92,29023806,741557584.25,300769.SZ
2024-09-12,25.67,26.23,25.4,25.77,18398890,474041736.24,300769.SZ
2024-09-13,25.94,26.13,23.7,23.75,18408262,450575230.17,300769.SZ
2024-09-18,23.66,23.66,22.42,22.81,10426470,237764079.0,300769.SZ
2024-09-19,23.06,23.66,22.36,23.19,10591430,243935812.9,300769.SZ
2024-09-20,23.08,23.18,22.3,22.47,9685769,218594919.02,300769.SZ
2024-09-23,22.44,24.19,22.23,23.05,14450471,336335865.96,300769.SZ
2024-09-24,23.15,27.66,23.15,27.66,30816221,786488846.34,300769.SZ
2024-09-25,28.74,30.54,28.59,29.25,46271820,1364137012.42,300769.SZ
2024-09-26,29.22,30.19,28.42,30.09,32581056,950901934.54,300769.SZ
2024-09-27,30.55,34.8,30.55,33.21,42419342,1372238279.62,300769.SZ
2024-09-30,35.2,39.85,33.97,39.85,46951597,1741307049.21,300769.SZ
2024-10-08,47.82,47.82,43.74,47.82,41223530,1922707350.1,300769.SZ
2024-10-09,46.08,53.0,44.02,47.0,48995694,2366950307.06,300769.SZ
2024-10-10,46.01,47.8,41.09,42.11,32596697,1432216857.42,300769.SZ
2024-10-11,40.52,41.58,37.38,38.58,25172948,992401889.69,300769.SZ
2024-10-14,39.11,40.07,37.51,39.84,22694412,885535583.52,300769.SZ
2024-10-15,39.3,41.63,38.4,38.44,28973353,1161778873.62,300769.SZ
2024-10-16,37.13,38.16,36.25,37.25,21552484,802688608.84,300769.SZ
2024-10-17,37.94,37.99,36.45,36.5,16179888,600971754.21,300769.SZ
2024-10-18,36.45,42.34,36.18,40.46,36278983,1415746141.37,300769.SZ
2024-10-21,40.44,41.98,40.0,40.68,29108090,1189756020.82,300769.SZ
2024-10-22,40.5,42.5,39.8,42.25,26369693,1096187205.73,300769.SZ
2024-10-23,42.8,46.5,41.78,45.46,39742390,1764484050.38,300769.SZ
2024-10-24,44.47,44.47,40.92,41.3,25834010,1095580857.54,300769.SZ
2024-10-25,41.6,45.55,41.6,43.75,34802374,1529918161.17,300769.SZ
2024-10-28,44.02,44.99,42.76,43.09,22373024,974978856.32,300769.SZ
2024-10-29,43.11,44.1,41.18,41.29,20361975,860424930.37,300769.SZ
2024-10-30,39.95,40.79,38.68,39.22,23456736,919302897.6,300769.SZ
2024-10-31,39.38,40.86,39.1,39.81,17301379,691885071.2,300769.SZ
2024-11-01,39.26,40.39,37.49,38.43,16600131,643731721.41,300769.SZ
2024-11-04,38.01,39.37,37.52,38.61,11401148,438825161.15,300769.SZ
2024-11-05,38.67,42.2,38.62,41.76,26978847,1107254617.3,300769.SZ
