date,open,high,low,close,volume,amount,symbol
2024-01-02,41.1135296,41.20247714,40.01650994,40.026393,5602917,229487862.02,002929.SZ
2024-01-03,39.98686076,40.2734695,39.1863329,39.8287318,5681450,228236530.22,002929.SZ
2024-01-04,39.96709464,39.99674382,39.14680066,39.3839941,4447800,177816890.0,002929.SZ
2024-01-05,39.60142142,39.60142142,37.2591362,37.67422472,8820225,339377865.14,002929.SZ
2024-01-08,37.34808374,37.53586188,36.30047938,36.34989468,6354738,236120092.65,002929.SZ
2024-01-09,36.68591872,37.00217664,36.2708302,36.54755588,4958105,183710837.07,002929.SZ
2024-01-10,36.567322,36.567322,35.6284313,35.6284313,4915823,178801819.8,002929.SZ
2024-01-11,35.94468922,37.23937008,35.78656026,36.85393074,6543270,242264345.42,002929.SZ
2024-01-12,36.7649832,36.95276134,36.03363676,36.15223348,4814924,177243748.0,002929.SZ
2024-01-15,36.00398758,36.52778976,35.579016,35.93480616,4560872,166379182.73,002929.SZ
2024-01-16,35.93480616,36.11270124,34.89708486,35.55924988,5434405,194415785.85,002929.SZ
2024-01-17,35.4801854,35.84585862,34.69942366,34.74883896,4276852,153119378.67,002929.SZ
2024-01-18,34.58082694,35.61854824,34.1953876,35.579016,8610070,303537230.2,002929.SZ
2024-01-19,35.47030234,35.73714496,34.84766956,34.89708486,4993370,177968796.46,002929.SZ
2024-01-22,35.04533076,35.09474606,32.57456576,32.8117592,6280552,214647481.44,002929.SZ
2024-01-23,32.69316248,33.72100072,32.53503352,33.16754936,7371955,247041266.64,002929.SZ
2024-01-24,33.3553275,33.5035734,31.65544118,33.12801712,8646106,284300564.79,002929.SZ
2024-01-25,33.12801712,34.65989142,32.78211002,34.61047612,7891050,270897145.5,002929.SZ
2024-01-26,34.26456902,34.47211328,33.26637996,33.26637996,6555809,224532892.39,002929.SZ
2024-01-29,33.48380728,33.59252094,31.9716991,31.9716991,6113905,200766767.31,002929.SZ
2024-01-30,31.89263462,32.3670215,30.59795376,30.6869013,4847235,154127846.95,002929.SZ
2024-01-31,30.20263136,30.6869013,28.68064012,28.72017236,7331276,219080382.74,002929.SZ
2024-02-01,28.83876908,30.10380076,28.5620434,28.99689804,7603797,225659305.64,002929.SZ
2024-02-02,29.01666416,29.7480106,26.5854314,27.59350352,7698093,219290598.48,002929.SZ
2024-02-05,27.25747948,27.56385434,24.83612978,24.83612978,11507112,296858654.13,002929.SZ
2024-02-06,24.0652511,26.74356036,23.38331996,26.0912784,13012801,330007816.77,002929.SZ
2024-02-07,26.0912784,28.33473302,25.91338332,27.26736254,11094005,307030194.49,002929.SZ
2024-02-08,27.58362046,29.0067811,27.58362046,28.8091199,11588779,333502688.21,002929.SZ
2024-02-19,29.64918,30.96362698,29.51081716,30.96362698,15629274,477240853.67,002929.SZ
