evidence_id,evidence_family,evidence_level,evidence_status,source_relative_id,symbol,timeframe,session_id,session_timezone,session_local_date,ib_window_minutes,opening_range_window_minutes,upstream_first_break_direction,upstream_first_break_mode,first_break_direction,first_break_mode,direction_mode_match_to_relation,break_bar_time_utc,break_bar_open,break_bar_high,break_bar_low,break_bar_close,or_break_edge_value,ib_same_side_edge_value,break_trigger_price,break_trigger_source,same_side_gap_to_ib_before_break,ib_same_side_cross_confirmed,ib_same_side_cross_direction,ib_same_side_cross_distance,requires_break_price_for_ib_confirmation_before,requires_break_price_for_ib_confirmation_after,evidence_scope,width_error_day
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-09|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-09|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-09,60,30,up,close,up,close,1,2026-03-09T08:31:00Z,1.1556899999999999,1.15632,1.1556899999999999,1.15616,1.15607,1.15715,1.15616,close,0.00108,0,up,-0.00099,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-09|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-09|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-09,60,30,up,close,up,close,1,2026-03-09T14:04:00Z,1.15619,1.1565699999999999,1.15618,1.1565400000000001,1.15649,1.15678,1.1565400000000001,close,0.00029,0,up,-0.0002399999999999,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-10|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-10|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-10,60,30,up,wick,up,wick,1,2026-03-10T08:53:00Z,1.16194,1.16201,1.16174,1.16184,1.16200,1.16203,1.16201,high,0.00003,0,up,-0.00002,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-10|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-10|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-10,60,30,up,close,up,close,1,2026-03-10T14:04:00Z,1.16399,1.16521,1.16395,1.16496,1.16448,1.16531,1.16496,close,0.00083,0,up,-0.00035,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-11|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,ib_same_side_cross_confirmed,IBORFB|IBOR|EURUSD|M1|london|2026-03-11|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-11,60,30,up,wick,up,wick,1,2026-03-11T09:03:00Z,1.1636,1.16366,1.16339,1.16345,1.16361,1.16361,1.16366,high,0.00000,1,up,0.00005,0,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-11|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-11|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-11,60,30,down,wick,down,wick,1,2026-03-11T14:19:00Z,1.16046,1.16046,1.16021,1.16022,1.16022,1.16006,1.16021,low,0.00016,0,down,-0.00015,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-12|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-12|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-12,60,30,up,close,up,close,1,2026-03-12T08:41:00Z,1.15429,1.15441,1.15429,1.15441,1.15438,1.15453,1.15441,close,0.00015,0,up,-0.00012,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-12|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-12|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-12,60,30,up,close,up,close,1,2026-03-12T14:00:00Z,1.15578,1.15584,1.15568,1.15584,1.15582,1.15608,1.15584,close,0.00026,0,up,-0.00024,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-13|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-13|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-13,60,30,up,wick,up,wick,1,2026-03-13T08:30:00Z,1.15041,1.15048,1.15039,1.15042,1.15046,1.15065,1.15048,high,0.00019,0,up,-0.00017,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-13|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,ib_same_side_cross_confirmed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-13|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-13,60,30,up,wick,up,wick,1,2026-03-13T15:02:00Z,1.147,1.14726,1.147,1.14719,1.14720,1.14720,1.14726,high,0.00000,1,up,0.00006,0,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-16|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-16|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-16,60,30,down,close,down,close,1,2026-03-16T08:30:00Z,1.14395,1.14399,1.14384,1.14386,1.14393,1.14332,1.14386,close,0.00061,0,down,-0.00054,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-16|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-16|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-16,60,30,up,wick,up,wick,1,2026-03-16T14:17:00Z,1.14753,1.14776,1.14753,1.1476,1.14773,1.14814,1.14776,high,0.00041,0,up,-0.00038,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-17|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-17|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-17,60,30,down,wick,down,wick,1,2026-03-17T08:35:00Z,1.14944,1.14947,1.14938,1.14947,1.14939,1.14781,1.14938,low,0.00158,0,down,-0.00157,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-17|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-17|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-17,60,30,down,close,down,close,1,2026-03-17T14:00:00Z,1.15063,1.15063,1.15048,1.1505,1.15054,1.15048,1.1505,close,0.00006,0,down,-0.00002,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-18|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-18|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-18,60,30,up,close,up,close,1,2026-03-18T08:36:00Z,1.15432,1.15443,1.15431,1.15442,1.15439,1.15468,1.15442,close,0.00029,0,up,-0.00026,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-18|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-18|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-18,60,30,up,close,up,close,1,2026-03-18T14:02:00Z,1.15419,1.15438,1.15417,1.15436,1.15424,1.15553,1.15436,close,0.00129,0,up,-0.00117,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-19|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-19|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-19,60,30,down,wick,down,wick,1,2026-03-19T08:39:00Z,1.14685,1.14685,1.14669,1.14675,1.14675,1.14636,1.14669,low,0.00039,0,down,-0.00033,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-19|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-19|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-19,60,30,up,wick,up,wick,1,2026-03-19T14:02:00Z,1.14749,1.14783,1.14745,1.14779,1.14779,1.14814,1.14783,high,0.00035,0,up,-0.00031,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-20|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-20|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-20,60,30,down,wick,down,wick,1,2026-03-20T08:35:00Z,1.15562,1.15562,1.15551,1.15557,1.15552,1.15523,1.15551,low,0.00029,0,down,-0.00028,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-20|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-20|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-20,60,30,up,wick,up,wick,1,2026-03-20T14:03:00Z,1.15615,1.15627,1.15608,1.15619,1.15625,1.15719,1.15627,high,0.00094,0,up,-0.00092,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-23|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-23|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-23,60,30,down,close,down,close,1,2026-03-23T08:30:00Z,1.15418,1.15418,1.15378,1.15383,1.15392,1.15341,1.15383,close,0.00051,0,down,-0.00042,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-23|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-23|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-23,60,30,up,close,up,close,1,2026-03-23T14:05:00Z,1.1487,1.15833,1.1487,1.15778,1.15013,1.16191,1.15778,close,0.01178,0,up,-0.00413,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-24|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-24|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-24,60,30,up,wick,up,wick,1,2026-03-24T08:40:00Z,1.15826,1.15853,1.15824,1.15844,1.15847,1.15892,1.15853,high,0.00045,0,up,-0.00039,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-24|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-24|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-24,60,30,up,close,up,close,1,2026-03-24T14:00:00Z,1.15922,1.15933,1.15899,1.15933,1.15923,1.16004,1.15933,close,0.00081,0,up,-0.00071,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-25|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-25|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-25,60,30,up,wick,up,wick,1,2026-03-25T08:36:00Z,1.15973,1.15981,1.15972,1.15976,1.15979,1.15981,1.15981,high,0.00002,0,up,0.00000,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-25|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-25|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-25,60,30,up,close,up,close,1,2026-03-25T14:00:00Z,1.16045,1.16058,1.16043,1.16058,1.16054,1.16114,1.16058,close,0.00060,0,up,-0.00056,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-26|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-26|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-26,60,30,down,wick,down,wick,1,2026-03-26T08:47:00Z,1.15619,1.15623,1.15608,1.15616,1.15616,1.15577,1.15608,low,0.00039,0,down,-0.00031,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-26|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-26|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-26,60,30,down,wick,down,wick,1,2026-03-26T14:11:00Z,1.15566,1.15567,1.15537,1.15547,1.15546,1.15430,1.15537,low,0.00116,0,down,-0.00107,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-27|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-27|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-27,60,30,down,close,down,close,1,2026-03-27T08:31:00Z,1.1540300000000001,1.15405,1.15398,1.15399,1.15403,1.15373,1.15399,close,0.00030,0,down,-0.00026,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-27|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-27|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-27,60,30,down,wick,down,wick,1,2026-03-27T14:00:00Z,1.1511,1.15118,1.15099,1.15101,1.15101,1.15091,1.15099,low,0.00010,0,down,-0.00008,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-30|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-30|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-30,60,30,down,close,down,close,1,2026-03-30T07:54:00Z,1.15153,1.15153,1.15144,1.15145,1.15149,1.15136,1.15145,close,0.00013,0,down,-0.00009,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-30|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-30|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-30,60,30,down,wick,down,wick,1,2026-03-30T14:02:00Z,1.14894,1.14895,1.14876,1.14893,1.14880,1.14875,1.14876,low,0.00005,0,down,-0.00001,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-03-31|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-03-31|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-03-31,60,30,up,close,up,close,1,2026-03-31T07:30:00Z,1.14713,1.14725,1.14712,1.14725,1.14722,1.14728,1.14725,close,0.00006,0,up,-0.00003,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-03-31|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-03-31|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-03-31,60,30,down,wick,down,wick,1,2026-03-31T14:01:00Z,1.14597,1.14597,1.14579,1.14591,1.14580,1.14575,1.14579,low,0.00005,0,down,-0.00004,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-01|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-01|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-01,60,30,up,wick,up,wick,1,2026-04-01T07:33:00Z,1.15627,1.15631,1.15624,1.15624,1.15629,1.15665,1.15631,high,0.00036,0,up,-0.00034,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-01|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-01|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-01,60,30,up,wick,up,wick,1,2026-04-01T14:08:00Z,1.1599599999999999,1.16039,1.15994,1.16036,1.16036,1.16057,1.16039,high,0.00021,0,up,-0.00018,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-02|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-02|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-02,60,30,down,wick,down,wick,1,2026-04-02T07:30:00Z,1.1535199999999999,1.15366,1.15346,1.15354,1.15349,1.15321,1.15346,low,0.00028,0,down,-0.00025,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-02|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-02|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-02,60,30,down,wick,down,wick,1,2026-04-02T14:01:00Z,1.15121,1.15127,1.15091,1.15114,1.15111,1.15091,1.15091,low,0.00020,0,down,0.00000,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-03|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-03|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-03,60,30,down,wick,down,wick,1,2026-04-03T07:48:00Z,1.15347,1.15349,1.15343,1.15344,1.15344,1.15339,1.15343,low,0.00005,0,down,-0.00004,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-03|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,ib_same_side_cross_confirmed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-03|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-03,60,30,down,close,down,close,1,2026-04-03T14:35:00Z,1.15421,1.15422,1.15417,1.15418,1.15419,1.15419,1.15418,close,0.00000,1,down,0.00001,0,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-06|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-06|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-06,60,30,up,close,up,close,1,2026-04-06T07:34:00Z,1.1520299999999999,1.15226,1.1520299999999999,1.15222,1.15213,1.15251,1.15222,close,0.00038,0,up,-0.00029,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-06|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,ib_same_side_cross_confirmed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-06|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-06,60,30,up,wick,up,wick,1,2026-04-06T15:37:00Z,1.15505,1.15527,1.15504,1.15516,1.15516,1.15516,1.15527,high,0.00000,1,up,0.00011,0,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-07|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-07|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-07,60,30,up,wick,up,wick,1,2026-04-07T07:30:00Z,1.15346,1.15362,1.15346,1.1536,1.15360,1.15388,1.15362,high,0.00028,0,up,-0.00026,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-07|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,ib_same_side_cross_confirmed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-07|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-07,60,30,up,wick,up,wick,1,2026-04-07T14:37:00Z,1.15524,1.1559599999999999,1.15524,1.15575,1.15587,1.15587,1.1559599999999999,high,0.00000,1,up,0.0000899999999999,0,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-08|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,ib_same_side_cross_confirmed,IBORFB|IBOR|EURUSD|M1|london|2026-04-08|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-08,60,30,up,close,up,close,1,2026-04-08T08:20:00Z,1.16809,1.16826,1.16804,1.16825,1.16811,1.16811,1.16825,close,0.00000,1,up,0.00014,0,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-08|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-08|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-08,60,30,up,close,up,close,1,2026-04-08T14:09:00Z,1.16913,1.16928,1.16913,1.16927,1.16924,1.17101,1.16927,close,0.00177,0,up,-0.00174,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-09|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-09|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-09,60,30,up,close,up,close,1,2026-04-09T07:35:00Z,1.16694,1.16706,1.16692,1.16706,1.16699,1.16711,1.16706,close,0.00012,0,up,-0.00005,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-09|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-09|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-09,60,30,down,close,down,close,1,2026-04-09T14:00:00Z,1.16712,1.16718,1.16696,1.16703,1.16711,1.16696,1.16703,close,0.00015,0,down,-0.00007,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-10|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-10|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-10,60,30,down,wick,down,wick,1,2026-04-10T07:43:00Z,1.16936,1.16936,1.16929,1.16931,1.16931,1.16911,1.16929,low,0.00020,0,down,-0.00018,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-10|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-10|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-10,60,30,up,close,up,close,1,2026-04-10T14:04:00Z,1.17142,1.17159,1.17138,1.17159,1.17158,1.17188,1.17159,close,0.00030,0,up,-0.00029,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|london|2026-04-13|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|london|2026-04-13|60|IB60|OR30,EURUSD,M1,london,Europe/London,2026-04-13,60,30,down,close,down,close,1,2026-04-13T07:37:00Z,1.16872,1.16873,1.16868,1.16868,1.16870,1.16858,1.16868,close,0.00012,0,down,-0.00010,1,0,first_break_bar_level,0
IBORB|IBORFB|IBOR|EURUSD|M1|new_york|2026-04-13|60|IB60|OR30,IB_OR_BREAK_BAR_EVIDENCE,RELATION_P0,or_break_bar_found_but_ib_same_side_not_crossed,IBORFB|IBOR|EURUSD|M1|new_york|2026-04-13|60|IB60|OR30,EURUSD,M1,new_york,America/New_York,2026-04-13,60,30,up,wick,up,wick,1,2026-04-13T14:00:00Z,1.1693500000000001,1.16989,1.1693500000000001,1.16941,1.16951,1.16997,1.16989,high,0.00046,0,up,-0.00008,1,0,first_break_bar_level,0
