symbol,timeframe,bar_time,open,high,low,close
EURUSD,H1,2025-02-24T08:00:00Z,1.05165,1.05165,1.05012,1.0509
EURUSD,H1,2025-02-24T09:00:00Z,1.0509,1.05148,1.04869,1.04911
EURUSD,H1,2025-02-24T10:00:00Z,1.04911,1.04926,1.04697,1.04801
EURUSD,H1,2025-02-24T11:00:00Z,1.048,1.04849,1.04689,1.04723
EURUSD,H1,2025-02-24T12:00:00Z,1.04723,1.04806,1.04671,1.04804
EURUSD,H1,2025-02-24T13:00:00Z,1.04804,1.04814,1.04638,1.04683
EURUSD,H1,2025-02-24T14:00:00Z,1.04683,1.04727,1.04602,1.0469
EURUSD,H1,2025-02-24T15:00:00Z,1.0469,1.04756,1.04649,1.04668
EURUSD,H1,2025-02-24T16:00:00Z,1.04669,1.04697,1.04528,1.04606
EURUSD,H1,2025-02-24T17:00:00Z,1.04606,1.04707,1.04603,1.04691
EURUSD,H1,2025-02-24T18:00:00Z,1.04691,1.048,1.04656,1.04778
EURUSD,H1,2025-02-24T19:00:00Z,1.04778,1.04837,1.04682,1.04724
EURUSD,H1,2025-02-24T20:00:00Z,1.04724,1.04859,1.04707,1.04805
EURUSD,H1,2025-02-24T21:00:00Z,1.04805,1.04842,1.0473,1.04753
EURUSD,H1,2025-02-24T22:00:00Z,1.04753,1.04795,1.04647,1.04652
EURUSD,H1,2025-02-24T23:00:00Z,1.04652,1.0468,1.0462,1.04677
EURUSD,H1,2025-02-25T00:00:00Z,1.04673,1.04696,1.04626,1.04683
EURUSD,H1,2025-02-25T01:00:00Z,1.04683,1.04692,1.04603,1.04612
EURUSD,H1,2025-02-25T02:00:00Z,1.04612,1.04643,1.04598,1.04632
EURUSD,H1,2025-02-25T03:00:00Z,1.04632,1.04656,1.04607,1.04653
EURUSD,H1,2025-02-25T04:00:00Z,1.04653,1.0475,1.04651,1.04747
EURUSD,H1,2025-02-25T05:00:00Z,1.04747,1.04764,1.04713,1.04732
EURUSD,H1,2025-02-25T06:00:00Z,1.04732,1.04772,1.04725,1.04731
EURUSD,H1,2025-02-25T07:00:00Z,1.04731,1.04783,1.04722,1.04774
EURUSD,H1,2025-02-25T08:00:00Z,1.04774,1.04803,1.04726,1.04771
EURUSD,H1,2025-02-25T09:00:00Z,1.04771,1.04778,1.04635,1.04642
EURUSD,H1,2025-02-25T10:00:00Z,1.04644,1.04787,1.04564,1.04701
EURUSD,H1,2025-02-25T11:00:00Z,1.04701,1.04788,1.04685,1.04732
EURUSD,H1,2025-02-25T12:00:00Z,1.04732,1.04743,1.04653,1.04727
EURUSD,H1,2025-02-25T13:00:00Z,1.04727,1.04898,1.04716,1.04895
EURUSD,H1,2025-02-25T14:00:00Z,1.04895,1.05003,1.04883,1.04937
EURUSD,H1,2025-02-25T15:00:00Z,1.04937,1.05096,1.04937,1.0500099999999999
EURUSD,H1,2025-02-25T16:00:00Z,1.05002,1.05051,1.04918,1.05024
EURUSD,H1,2025-02-25T17:00:00Z,1.05024,1.05193,1.0495,1.04985
EURUSD,H1,2025-02-25T18:00:00Z,1.04985,1.05061,1.04948,1.04976
EURUSD,H1,2025-02-25T19:00:00Z,1.04977,1.05024,1.0484,1.05023
EURUSD,H1,2025-02-25T20:00:00Z,1.05023,1.05182,1.05023,1.05086
EURUSD,H1,2025-02-25T21:00:00Z,1.05086,1.05129,1.05046,1.05105
EURUSD,H1,2025-02-25T22:00:00Z,1.05105,1.05191,1.05091,1.05163
EURUSD,H1,2025-02-25T23:00:00Z,1.05163,1.05178,1.0513,1.05148
EURUSD,H1,2025-02-26T00:00:00Z,1.0513,1.0514000000000001,1.05088,1.05135
EURUSD,H1,2025-02-26T01:00:00Z,1.05135,1.05229,1.05111,1.05205
EURUSD,H1,2025-02-26T02:00:00Z,1.05205,1.05249,1.05198,1.05228
EURUSD,H1,2025-02-26T03:00:00Z,1.05228,1.05238,1.0514000000000001,1.05154
EURUSD,H1,2025-02-26T04:00:00Z,1.05154,1.05171,1.05043,1.05066
EURUSD,H1,2025-02-26T05:00:00Z,1.05066,1.05088,1.05013,1.05047
EURUSD,H1,2025-02-26T06:00:00Z,1.05047,1.05053,1.04968,1.04972
EURUSD,H1,2025-02-26T07:00:00Z,1.04972,1.04982,1.04906,1.04914
EURUSD,H1,2025-02-26T08:00:00Z,1.04914,1.04965,1.04872,1.04946
EURUSD,H1,2025-02-26T09:00:00Z,1.04946,1.05014,1.04926,1.04939
EURUSD,H1,2025-02-26T10:00:00Z,1.04939,1.05117,1.04916,1.05026
EURUSD,H1,2025-02-26T11:00:00Z,1.05026,1.05032,1.04948,1.04971
EURUSD,H1,2025-02-26T12:00:00Z,1.04971,1.0501,1.04912,1.04976
EURUSD,H1,2025-02-26T13:00:00Z,1.04976,1.05021,1.04867,1.04917
EURUSD,H1,2025-02-26T14:00:00Z,1.04917,1.04951,1.04751,1.04769
EURUSD,H1,2025-02-26T15:00:00Z,1.04769,1.04947,1.04767,1.04842
EURUSD,H1,2025-02-26T16:00:00Z,1.04843,1.04928,1.04824,1.04899
EURUSD,H1,2025-02-26T17:00:00Z,1.04898,1.05093,1.04795,1.0506
EURUSD,H1,2025-02-26T18:00:00Z,1.0506,1.05156,1.05021,1.05137
EURUSD,H1,2025-02-26T19:00:00Z,1.05138,1.05288,1.04831,1.04924
EURUSD,H1,2025-02-26T20:00:00Z,1.04924,1.05004,1.0485,1.04882
EURUSD,H1,2025-02-26T21:00:00Z,1.04882,1.04935,1.04821,1.04912
EURUSD,H1,2025-02-26T22:00:00Z,1.04912,1.04912,1.04807,1.04862
EURUSD,H1,2025-02-26T23:00:00Z,1.04862,1.0488,1.04786,1.04848
EURUSD,H1,2025-02-27T00:00:00Z,1.04841,1.04878,1.04794,1.04871
EURUSD,H1,2025-02-27T01:00:00Z,1.04871,1.04926,1.04853,1.0488
EURUSD,H1,2025-02-27T02:00:00Z,1.0488,1.0488,1.04769,1.04774
EURUSD,H1,2025-02-27T03:00:00Z,1.04774,1.04835,1.04731,1.04784
EURUSD,H1,2025-02-27T04:00:00Z,1.04784,1.04806,1.04705,1.04711
EURUSD,H1,2025-02-27T05:00:00Z,1.04711,1.04745,1.04648,1.04657
EURUSD,H1,2025-02-27T06:00:00Z,1.04657,1.04696,1.04591,1.04631
EURUSD,H1,2025-02-27T07:00:00Z,1.04631,1.04654,1.04618,1.04652
EURUSD,H1,2025-02-27T08:00:00Z,1.04652,1.04728,1.0464,1.04717
EURUSD,H1,2025-02-27T09:00:00Z,1.04717,1.04802,1.04686,1.04753
EURUSD,H1,2025-02-27T10:00:00Z,1.04753,1.04803,1.04704,1.04785
EURUSD,H1,2025-02-27T11:00:00Z,1.04785,1.04852,1.04753,1.04841
EURUSD,H1,2025-02-27T12:00:00Z,1.04842,1.04842,1.04738,1.04815
EURUSD,H1,2025-02-27T13:00:00Z,1.04817,1.04873,1.0476,1.0476
EURUSD,H1,2025-02-27T14:00:00Z,1.0476,1.0484,1.04733,1.04767
EURUSD,H1,2025-02-27T15:00:00Z,1.04767,1.04886,1.04197,1.04236
EURUSD,H1,2025-02-27T16:00:00Z,1.0423499999999999,1.04417,1.0414,1.04203
EURUSD,H1,2025-02-27T17:00:00Z,1.04203,1.04279,1.04097,1.04151
EURUSD,H1,2025-02-27T18:00:00Z,1.04151,1.04161,1.04034,1.04138
EURUSD,H1,2025-02-27T19:00:00Z,1.04138,1.04183,1.04005,1.04074
EURUSD,H1,2025-02-27T20:00:00Z,1.04074,1.04176,1.04074,1.04171
EURUSD,H1,2025-02-27T21:00:00Z,1.04171,1.04177,1.04033,1.04046
EURUSD,H1,2025-02-27T22:00:00Z,1.04046,1.04085,1.04015,1.04054
EURUSD,H1,2025-02-27T23:00:00Z,1.04053,1.04055,1.03965,1.03979
EURUSD,H1,2025-02-28T00:00:00Z,1.03976,1.03983,1.0388,1.03935
EURUSD,H1,2025-02-28T01:00:00Z,1.03935,1.04005,1.03915,1.0394
EURUSD,H1,2025-02-28T02:00:00Z,1.0394,1.04029,1.03939,1.04025
EURUSD,H1,2025-02-28T03:00:00Z,1.04025,1.04042,1.03845,1.03851
EURUSD,H1,2025-02-28T04:00:00Z,1.03851,1.03917,1.03807,1.03824
EURUSD,H1,2025-02-28T05:00:00Z,1.03824,1.03896,1.03812,1.03884
EURUSD,H1,2025-02-28T06:00:00Z,1.03884,1.0391,1.03861,1.03865
EURUSD,H1,2025-02-28T07:00:00Z,1.03865,1.03903,1.03842,1.0389
EURUSD,H1,2025-02-28T08:00:00Z,1.0389,1.03893,1.03828,1.03878
EURUSD,H1,2025-02-28T09:00:00Z,1.03878,1.04007,1.03857,1.03962
EURUSD,H1,2025-02-28T10:00:00Z,1.03962,1.04044,1.03951,1.04013
EURUSD,H1,2025-02-28T11:00:00Z,1.04013,1.04079,1.03946,1.03954
EURUSD,H1,2025-02-28T12:00:00Z,1.03954,1.04059,1.03924,1.03992
EURUSD,H1,2025-02-28T13:00:00Z,1.03992,1.04013,1.03934,1.03986
EURUSD,H1,2025-02-28T14:00:00Z,1.03986,1.04079,1.0398,1.04072
EURUSD,H1,2025-02-28T15:00:00Z,1.04072,1.04162,1.04053,1.04069
EURUSD,H1,2025-02-28T16:00:00Z,1.04069,1.04143,1.04008,1.04099
EURUSD,H1,2025-02-28T17:00:00Z,1.04098,1.042,1.03934,1.04001
EURUSD,H1,2025-02-28T18:00:00Z,1.04001,1.04116,1.0398,1.04017
EURUSD,H1,2025-02-28T19:00:00Z,1.04017,1.04101,1.039,1.03965
EURUSD,H1,2025-02-28T20:00:00Z,1.03965,1.03982,1.03627,1.03637
EURUSD,H1,2025-02-28T21:00:00Z,1.03637,1.03738,1.036,1.03677
EURUSD,H1,2025-02-28T22:00:00Z,1.03678,1.0377,1.03623,1.03748
EURUSD,H1,2025-02-28T23:00:00Z,1.03749,1.03771,1.03686,1.03739
EURUSD,H1,2025-03-03T00:00:00Z,1.03925,1.04033,1.03907,1.04027
EURUSD,H1,2025-03-03T01:00:00Z,1.04027,1.04211,1.03997,1.04123
EURUSD,H1,2025-03-03T02:00:00Z,1.04123,1.04199,1.04024,1.04094
EURUSD,H1,2025-03-03T03:00:00Z,1.04094,1.04232,1.04075,1.04199
EURUSD,H1,2025-03-03T04:00:00Z,1.04199,1.04234,1.04149,1.04199
EURUSD,H1,2025-03-03T05:00:00Z,1.04199,1.042,1.041,1.04171
EURUSD,H1,2025-03-03T06:00:00Z,1.04171,1.04206,1.04167,1.04179
EURUSD,H1,2025-03-03T07:00:00Z,1.04179,1.04195,1.04124,1.04144
EURUSD,H1,2025-03-03T08:00:00Z,1.04144,1.04165,1.04068,1.04084
EURUSD,H1,2025-03-03T09:00:00Z,1.04084,1.04103,1.04018,1.04056
EURUSD,H1,2025-03-03T10:00:00Z,1.04057,1.04068,1.03887,1.04013
EURUSD,H1,2025-03-03T11:00:00Z,1.04013,1.0429,1.04013,1.04273
EURUSD,H1,2025-03-03T12:00:00Z,1.04275,1.04448,1.04273,1.0442
EURUSD,H1,2025-03-03T13:00:00Z,1.0442,1.04578,1.04405,1.04526
EURUSD,H1,2025-03-03T14:00:00Z,1.04526,1.04762,1.04526,1.04705
EURUSD,H1,2025-03-03T15:00:00Z,1.04705,1.04764,1.04596,1.04721
EURUSD,H1,2025-03-03T16:00:00Z,1.04721,1.04908,1.04688,1.04812
EURUSD,H1,2025-03-03T17:00:00Z,1.0481,1.05038,1.04736,1.04846
EURUSD,H1,2025-03-03T18:00:00Z,1.04846,1.05015,1.04841,1.04961
EURUSD,H1,2025-03-03T19:00:00Z,1.04961,1.04969,1.04867,1.04904
EURUSD,H1,2025-03-03T20:00:00Z,1.04904,1.05037,1.04822,1.04872
EURUSD,H1,2025-03-03T21:00:00Z,1.04872,1.04937,1.04724,1.0473
EURUSD,H1,2025-03-03T22:00:00Z,1.0473,1.04851,1.04668,1.04824
EURUSD,H1,2025-03-03T23:00:00Z,1.04824,1.04926,1.04805,1.04878
EURUSD,H1,2025-03-04T00:00:00Z,1.0486,1.04882,1.04803,1.04873
EURUSD,H1,2025-03-04T01:00:00Z,1.04873,1.04925,1.04767,1.04857
EURUSD,H1,2025-03-04T02:00:00Z,1.04857,1.04888,1.04768,1.04881
EURUSD,H1,2025-03-04T03:00:00Z,1.04881,1.04961,1.04824,1.04884
EURUSD,H1,2025-03-04T04:00:00Z,1.04884,1.04899,1.04801,1.04808
EURUSD,H1,2025-03-04T05:00:00Z,1.04808,1.04839,1.04749,1.04774
EURUSD,H1,2025-03-04T06:00:00Z,1.04773,1.04806,1.04714,1.04782
EURUSD,H1,2025-03-04T07:00:00Z,1.04782,1.04865,1.04712,1.04834
EURUSD,H1,2025-03-04T08:00:00Z,1.04834,1.04898,1.0479,1.04861
EURUSD,H1,2025-03-04T09:00:00Z,1.04861,1.05006,1.04811,1.0493
EURUSD,H1,2025-03-04T10:00:00Z,1.04931,1.05242,1.04864,1.05189
EURUSD,H1,2025-03-04T11:00:00Z,1.05189,1.05275,1.05114,1.05122
EURUSD,H1,2025-03-04T12:00:00Z,1.0512,1.05195,1.05026,1.05114
EURUSD,H1,2025-03-04T13:00:00Z,1.05114,1.05447,1.05098,1.05444
EURUSD,H1,2025-03-04T14:00:00Z,1.05444,1.05568,1.05361,1.05531
EURUSD,H1,2025-03-04T15:00:00Z,1.05531,1.05596,1.05308,1.05389
EURUSD,H1,2025-03-04T16:00:00Z,1.05391,1.05487,1.05206,1.05215
EURUSD,H1,2025-03-04T17:00:00Z,1.05215,1.05282,1.04965,1.05264
EURUSD,H1,2025-03-04T18:00:00Z,1.05264,1.05395,1.05154,1.05337
EURUSD,H1,2025-03-04T19:00:00Z,1.05337,1.05441,1.05306,1.05418
EURUSD,H1,2025-03-04T20:00:00Z,1.05418,1.05912,1.05378,1.0590600000000001
EURUSD,H1,2025-03-04T21:00:00Z,1.0590600000000001,1.06022,1.05865,1.06008
EURUSD,H1,2025-03-04T22:00:00Z,1.06008,1.0624,1.06008,1.06085
EURUSD,H1,2025-03-04T23:00:00Z,1.06085,1.0627,1.06083,1.06251
EURUSD,H1,2025-03-05T00:00:00Z,1.06253,1.06253,1.06156,1.06193
EURUSD,H1,2025-03-05T01:00:00Z,1.06193,1.06371,1.0619,1.06232
EURUSD,H1,2025-03-05T02:00:00Z,1.06232,1.06274,1.06109,1.06211
EURUSD,H1,2025-03-05T03:00:00Z,1.06211,1.06274,1.06086,1.06125
EURUSD,H1,2025-03-05T04:00:00Z,1.06125,1.06158,1.06039,1.06042
EURUSD,H1,2025-03-05T05:00:00Z,1.06041,1.06205,1.06021,1.06182
EURUSD,H1,2025-03-05T06:00:00Z,1.06183,1.06259,1.06156,1.0619
EURUSD,H1,2025-03-05T07:00:00Z,1.0619,1.06325,1.06189,1.0631599999999999
EURUSD,H1,2025-03-05T08:00:00Z,1.0631599999999999,1.06392,1.06244,1.06325
EURUSD,H1,2025-03-05T09:00:00Z,1.06325,1.06765,1.06298,1.06747
EURUSD,H1,2025-03-05T10:00:00Z,1.06743,1.06998,1.06588,1.06981
EURUSD,H1,2025-03-05T11:00:00Z,1.06981,1.07221,1.06956,1.07119
EURUSD,H1,2025-03-05T12:00:00Z,1.07119,1.07152,1.06837,1.06972
EURUSD,H1,2025-03-05T13:00:00Z,1.06972,1.06986,1.06765,1.06788
EURUSD,H1,2025-03-05T14:00:00Z,1.06788,1.0714,1.06788,1.06958
EURUSD,H1,2025-03-05T15:00:00Z,1.06959,1.07224,1.06868,1.07158
EURUSD,H1,2025-03-05T16:00:00Z,1.07158,1.0777,1.07139,1.07686
EURUSD,H1,2025-03-05T17:00:00Z,1.07684,1.07695,1.07412,1.07653
EURUSD,H1,2025-03-05T18:00:00Z,1.07652,1.0787,1.07613,1.0767
EURUSD,H1,2025-03-05T19:00:00Z,1.07668,1.0788,1.07625,1.07851
EURUSD,H1,2025-03-05T20:00:00Z,1.07851,1.07889,1.0764,1.07738
EURUSD,H1,2025-03-05T21:00:00Z,1.07738,1.0790899999999999,1.07702,1.07903
EURUSD,H1,2025-03-05T22:00:00Z,1.07903,1.07968,1.07878,1.07923
EURUSD,H1,2025-03-05T23:00:00Z,1.07922,1.07928,1.07857,1.07892
EURUSD,H1,2025-03-06T00:00:00Z,1.07866,1.07921,1.07852,1.07897
EURUSD,H1,2025-03-06T01:00:00Z,1.07897,1.07952,1.07873,1.07943
EURUSD,H1,2025-03-06T02:00:00Z,1.07943,1.08031,1.07874,1.07944
EURUSD,H1,2025-03-06T03:00:00Z,1.07944,1.0820400000000001,1.07896,1.08152
EURUSD,H1,2025-03-06T04:00:00Z,1.08152,1.08193,1.07979,1.08052
EURUSD,H1,2025-03-06T05:00:00Z,1.08052,1.08055,1.07882,1.07896
EURUSD,H1,2025-03-06T06:00:00Z,1.07896,1.08043,1.07842,1.08036
EURUSD,H1,2025-03-06T07:00:00Z,1.08036,1.08119,1.08002,1.08103
EURUSD,H1,2025-03-06T08:00:00Z,1.08103,1.08202,1.07992,1.08029
EURUSD,H1,2025-03-06T09:00:00Z,1.08029,1.08223,1.0792,1.07993
EURUSD,H1,2025-03-06T10:00:00Z,1.07992,1.08169,1.07933,1.08013
EURUSD,H1,2025-03-06T11:00:00Z,1.08013,1.08069,1.07803,1.07999
EURUSD,H1,2025-03-06T12:00:00Z,1.07999,1.08033,1.07831,1.07921
EURUSD,H1,2025-03-06T13:00:00Z,1.07921,1.08009,1.07832,1.07992
EURUSD,H1,2025-03-06T14:00:00Z,1.07992,1.08072,1.07881,1.08002
EURUSD,H1,2025-03-06T15:00:00Z,1.08002,1.08451,1.0787,1.08263
EURUSD,H1,2025-03-06T16:00:00Z,1.08262,1.08413,1.08113,1.08372
EURUSD,H1,2025-03-06T17:00:00Z,1.08372,1.08534,1.08115,1.08173
EURUSD,H1,2025-03-06T18:00:00Z,1.08173,1.08377,1.08154,1.08175
EURUSD,H1,2025-03-06T19:00:00Z,1.08176,1.08224,1.07916,1.07973
EURUSD,H1,2025-03-06T20:00:00Z,1.07973,1.08017,1.07656,1.07839
EURUSD,H1,2025-03-06T21:00:00Z,1.07839,1.08115,1.07829,1.08016
EURUSD,H1,2025-03-06T22:00:00Z,1.08017,1.08034,1.07856,1.07865
EURUSD,H1,2025-03-06T23:00:00Z,1.07868,1.07905,1.0775,1.0783800000000001
EURUSD,H1,2025-03-07T00:00:00Z,1.07823,1.07905,1.07789,1.07882
EURUSD,H1,2025-03-07T01:00:00Z,1.07882,1.07965,1.0784799999999999,1.07874
EURUSD,H1,2025-03-07T02:00:00Z,1.07874,1.07953,1.0787,1.07876
EURUSD,H1,2025-03-07T03:00:00Z,1.07876,1.07928,1.07813,1.079
EURUSD,H1,2025-03-07T04:00:00Z,1.079,1.07995,1.07847,1.07993
EURUSD,H1,2025-03-07T05:00:00Z,1.07992,1.08148,1.07964,1.08058
EURUSD,H1,2025-03-07T06:00:00Z,1.08058,1.08133,1.0803,1.08131
EURUSD,H1,2025-03-07T07:00:00Z,1.08131,1.08177,1.08076,1.08134
EURUSD,H1,2025-03-07T08:00:00Z,1.08134,1.08253,1.08081,1.08237
EURUSD,H1,2025-03-07T09:00:00Z,1.08237,1.08408,1.082,1.08298
EURUSD,H1,2025-03-07T10:00:00Z,1.08298,1.08552,1.08262,1.08509
EURUSD,H1,2025-03-07T11:00:00Z,1.08509,1.08714,1.08445,1.08615
EURUSD,H1,2025-03-07T12:00:00Z,1.08615,1.08672,1.08573,1.08608
EURUSD,H1,2025-03-07T13:00:00Z,1.08608,1.08608,1.08446,1.08494
EURUSD,H1,2025-03-07T14:00:00Z,1.08495,1.08573,1.08413,1.08545
EURUSD,H1,2025-03-07T15:00:00Z,1.08545,1.08889,1.08432,1.08449
EURUSD,H1,2025-03-07T16:00:00Z,1.08446,1.08822,1.08442,1.08537
EURUSD,H1,2025-03-07T17:00:00Z,1.08538,1.08859,1.08355,1.08699
EURUSD,H1,2025-03-07T18:00:00Z,1.087,1.08728,1.08376,1.08588
EURUSD,H1,2025-03-07T19:00:00Z,1.08588,1.08644,1.0832,1.08434
EURUSD,H1,2025-03-07T20:00:00Z,1.08434,1.08445,1.08257,1.08401
EURUSD,H1,2025-03-07T21:00:00Z,1.08401,1.08444,1.08334,1.08427
EURUSD,H1,2025-03-07T22:00:00Z,1.08427,1.0849199999999999,1.084,1.08473
EURUSD,H1,2025-03-07T23:00:00Z,1.08474,1.08513,1.0832,1.08321
EURUSD,H1,2025-03-10T00:00:00Z,1.08325,1.08394,1.08195,1.08393
EURUSD,H1,2025-03-10T01:00:00Z,1.08393,1.08597,1.0838700000000001,1.08496
EURUSD,H1,2025-03-10T02:00:00Z,1.08496,1.08656,1.08485,1.08602
EURUSD,H1,2025-03-10T03:00:00Z,1.08602,1.08674,1.08529,1.08642
EURUSD,H1,2025-03-10T04:00:00Z,1.08642,1.08713,1.08528,1.0853
EURUSD,H1,2025-03-10T05:00:00Z,1.08531,1.0856,1.08359,1.0836999999999999
EURUSD,H1,2025-03-10T06:00:00Z,1.08371,1.08386,1.08303,1.08316
EURUSD,H1,2025-03-10T07:00:00Z,1.08316,1.08378,1.08304,1.08308
EURUSD,H1,2025-03-10T08:00:00Z,1.08308,1.08357,1.08279,1.08352
EURUSD,H1,2025-03-10T09:00:00Z,1.08352,1.08449,1.08346,1.08373
EURUSD,H1,2025-03-10T10:00:00Z,1.08373,1.08442,1.08111,1.08223
EURUSD,H1,2025-03-10T11:00:00Z,1.08227,1.08243,1.0805,1.08101
EURUSD,H1,2025-03-10T12:00:00Z,1.08101,1.08568,1.08088,1.08512
EURUSD,H1,2025-03-10T13:00:00Z,1.08512,1.08747,1.08507,1.08612
EURUSD,H1,2025-03-10T14:00:00Z,1.08612,1.08647,1.08125,1.08507
EURUSD,H1,2025-03-10T15:00:00Z,1.08507,1.08601,1.08421,1.08441
EURUSD,H1,2025-03-10T16:00:00Z,1.08441,1.08508,1.08335,1.08352
EURUSD,H1,2025-03-10T17:00:00Z,1.08352,1.08468,1.08315,1.08453
EURUSD,H1,2025-03-10T18:00:00Z,1.08453,1.0848200000000001,1.08208,1.08372
EURUSD,H1,2025-03-10T19:00:00Z,1.0836999999999999,1.0842,1.08281,1.08305
EURUSD,H1,2025-03-10T20:00:00Z,1.08304,1.08458,1.08258,1.08299
EURUSD,H1,2025-03-10T21:00:00Z,1.08299,1.08352,1.08177,1.08297
EURUSD,H1,2025-03-10T22:00:00Z,1.08297,1.08329,1.08176,1.08318
EURUSD,H1,2025-03-10T23:00:00Z,1.08318,1.08363,1.08258,1.08354
EURUSD,H1,2025-03-11T00:00:00Z,1.0833,1.08354,1.0826,1.08344
EURUSD,H1,2025-03-11T01:00:00Z,1.08344,1.08417,1.08332,1.08348
EURUSD,H1,2025-03-11T02:00:00Z,1.08348,1.08437,1.08348,1.08394
EURUSD,H1,2025-03-11T03:00:00Z,1.08394,1.08536,1.08391,1.08516
EURUSD,H1,2025-03-11T04:00:00Z,1.08516,1.08589,1.08437,1.08581
EURUSD,H1,2025-03-11T05:00:00Z,1.08581,1.08606,1.08502,1.0856
EURUSD,H1,2025-03-11T06:00:00Z,1.0856,1.08599,1.0849,1.08545
EURUSD,H1,2025-03-11T07:00:00Z,1.08545,1.08616,1.08505,1.08545
EURUSD,H1,2025-03-11T08:00:00Z,1.08545,1.08558,1.08356,1.08385
EURUSD,H1,2025-03-11T09:00:00Z,1.08385,1.08761,1.08367,1.08565
EURUSD,H1,2025-03-11T10:00:00Z,1.08565,1.09016,1.0855299999999999,1.08907
EURUSD,H1,2025-03-11T11:00:00Z,1.08907,1.09193,1.08849,1.09172
EURUSD,H1,2025-03-11T12:00:00Z,1.09172,1.09211,1.08962,1.09085
EURUSD,H1,2025-03-11T13:00:00Z,1.09086,1.09086,1.08824,1.08906
EURUSD,H1,2025-03-11T14:00:00Z,1.08906,1.09048,1.08812,1.09046
EURUSD,H1,2025-03-11T15:00:00Z,1.09046,1.09206,1.09026,1.09182
EURUSD,H1,2025-03-11T16:00:00Z,1.09182,1.09308,1.09115,1.09193
EURUSD,H1,2025-03-11T17:00:00Z,1.09193,1.09205,1.0895,1.09192
EURUSD,H1,2025-03-11T18:00:00Z,1.09194,1.09288,1.09122,1.09273
EURUSD,H1,2025-03-11T19:00:00Z,1.09273,1.09294,1.09181,1.09252
EURUSD,H1,2025-03-11T20:00:00Z,1.09252,1.09351,1.09241,1.09343
EURUSD,H1,2025-03-11T21:00:00Z,1.09343,1.09474,1.09252,1.09311
EURUSD,H1,2025-03-11T22:00:00Z,1.09311,1.09339,1.0919699999999999,1.092
EURUSD,H1,2025-03-11T23:00:00Z,1.092,1.09211,1.09102,1.09193
EURUSD,H1,2025-03-12T00:00:00Z,1.0918,1.09189,1.09068,1.09101
EURUSD,H1,2025-03-12T01:00:00Z,1.09101,1.09184,1.09101,1.09158
EURUSD,H1,2025-03-12T02:00:00Z,1.09158,1.09178,1.09133,1.09142
EURUSD,H1,2025-03-12T03:00:00Z,1.09142,1.09158,1.09057,1.0909
EURUSD,H1,2025-03-12T04:00:00Z,1.0909,1.09155,1.09061,1.09065
EURUSD,H1,2025-03-12T05:00:00Z,1.09065,1.09116,1.09036,1.09038
EURUSD,H1,2025-03-12T06:00:00Z,1.09038,1.09048,1.08961,1.08973
EURUSD,H1,2025-03-12T07:00:00Z,1.08973,1.09027,1.08959,1.08989
EURUSD,H1,2025-03-12T08:00:00Z,1.08989,1.09045,1.0895299999999999,1.09036
EURUSD,H1,2025-03-12T09:00:00Z,1.09036,1.09089,1.0892,1.08923
EURUSD,H1,2025-03-12T10:00:00Z,1.08922,1.09032,1.08875,1.09018
EURUSD,H1,2025-03-12T11:00:00Z,1.09018,1.09217,1.08978,1.09215
EURUSD,H1,2025-03-12T12:00:00Z,1.09215,1.09262,1.09135,1.09145
EURUSD,H1,2025-03-12T13:00:00Z,1.09145,1.09211,1.09046,1.09063
EURUSD,H1,2025-03-12T14:00:00Z,1.09063,1.09129,1.08994,1.0901
EURUSD,H1,2025-03-12T15:00:00Z,1.0901,1.09301,1.08762,1.08781
EURUSD,H1,2025-03-12T16:00:00Z,1.08781,1.08964,1.08757,1.08823
EURUSD,H1,2025-03-12T17:00:00Z,1.08823,1.09138,1.08812,1.09129
EURUSD,H1,2025-03-12T18:00:00Z,1.09129,1.09244,1.09101,1.09244
EURUSD,H1,2025-03-12T19:00:00Z,1.09244,1.0928,1.09058,1.09059
EURUSD,H1,2025-03-12T20:00:00Z,1.09059,1.09143,1.09034,1.0907
EURUSD,H1,2025-03-12T21:00:00Z,1.0907,1.09096,1.08797,1.08847
EURUSD,H1,2025-03-12T22:00:00Z,1.08847,1.08975,1.0883099999999999,1.08902
EURUSD,H1,2025-03-12T23:00:00Z,1.08903,1.08937,1.08863,1.08871
EURUSD,H1,2025-03-13T00:00:00Z,1.0887,1.0889199999999999,1.08834,1.08861
EURUSD,H1,2025-03-13T01:00:00Z,1.08861,1.089,1.08861,1.08893
EURUSD,H1,2025-03-13T02:00:00Z,1.08893,1.089,1.08833,1.08854
EURUSD,H1,2025-03-13T03:00:00Z,1.08854,1.08919,1.08827,1.08916
EURUSD,H1,2025-03-13T04:00:00Z,1.08917,1.08934,1.08864,1.0889199999999999
EURUSD,H1,2025-03-13T05:00:00Z,1.0889199999999999,1.08973,1.08889,1.08956
EURUSD,H1,2025-03-13T06:00:00Z,1.08956,1.08957,1.08851,1.08852
EURUSD,H1,2025-03-13T07:00:00Z,1.08852,1.08935,1.08817,1.08934
EURUSD,H1,2025-03-13T08:00:00Z,1.08934,1.08934,1.08793,1.08854
EURUSD,H1,2025-03-13T09:00:00Z,1.08854,1.08857,1.08694,1.08747
EURUSD,H1,2025-03-13T10:00:00Z,1.08747,1.08851,1.08599,1.08655
